,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Unnamed: 69
251,United States,USA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,15.7957919396161,16.0090594399595,16.2083137508142,16.3847227703567,16.6311391173962,16.9504280188764,17.4417833878245,17.9914227087098,18.7771420055498,19.7082044230552,20.7453937092704,21.7971452369545,22.7401173482217,23.9862583693481,26.1447081243556,28.566437707407,30.138589296408,32.0112001254309,34.2628457442855,37.1055387987158,40.4573212231603,44.2854593426994,47.0215940003724,48.8633869466405,50.6263189758705,52.2273890995827,53.2791925902157,54.5991251626476,56.5251092259821,58.7413228050462,60.940203834968,63.0010865565076,64.4367895554784,65.96415078209,67.3726162861179,68.7852101748941,70.0445054248398,71.2523864652208,72.0531675436637,73.0727905608817,74.7280318881458,76.410675446577,77.5980932623914,79.1301238282843,81.2580021785633,83.8058099105923,86.3902442614464,88.7307792856828,90.4403638161742,90.9981825388819,92.1040713320202,94.0042791549293,95.7547938722917,97.3844259036065,99.0804906455533,100.0,100.950322479212,102.75814417028,105.112220503843,106.847061617325,108.266880351916,113.210330412923,121.281639244701,125.645827265005,,
