,Title,Year,Plot,Rating,Budget,Cast,MPA Rating,Directors,Distributors,Producers,Genre,Runtime in Minutes
0,1. Manchester by the Sea,2016,"A depressed uncle is asked to take care of his teenage nephew after the boy's father dies. Lee Chandler is a brooding, irritable loner who works as a handyman for a Boston apartment block. One damp winter day he gets a call summoning him to his hometown, north of the city. His brother's heart has given out suddenly, and he's been named guardian to his 16-year-old nephew. As if losing his only sibling and doubts about raising a teenager weren't enough, his return to the past re-opens an unspeakable tragedy.—Jwelch5742 Lee Chandler, a sullen and frustrated handyman, lives a life of limited human interaction and emotion. When Lee receives news that his older brother Joe has passed away after suffering a heart attack, he is shocked to discover that he is named as Patrick's (his nephew) guardian. As Lee and Patrick struggle to adjust to a now-changed lifestyle, Lee must simultaneously confront his tormented past that separated him from both his wife, Randi, and the community in which he was raised.—Kyle Perez Lee Chandler was once a happy man living in the small fishing community of Manchester-by-the-Sea. However, circumstances forced him to leave his hometown, and now he lives a shattered life in Boston, unable to forgive himself for past mistakes. In a further blow, tragedy strikes Lee, resulting in a complete disaster. But life is a series of unexpected events. As a result, Lee must care for Patrick, his rebellious sixteen-year-old nephew, despite being the least likely candidate. As he relocates back to his old town to take up this new role, Lee must confront the deep layers of grief that he has suppressed for so long. Will Lee overcome his melancholy and stop punishing himself for Patrick's sake?—Nick Riganas",7.8,"$8,500,000 (estimated)","Casey Affleck,Ivy O'Brien,Kyle Chandler,Richard Donelly,Virginia Loring Cooke,Quincy Tyler Bernstine,Missy Yager,Stephen McKinley Henderson,Ben Hanson,Mary Mallen,Lewis D. Wheeler,Anthony Estrella,C.J. Wilson,Susan Pourfar,Robert Sella,Ruibo Qian,Gretchen Mol,Tom Kemp,Chloe Dixon,Michelle Williams,Ellie Teeves,Paul Meredith,Carolyn Pickman,Lucas Hedges,Tate Donovan,Christian Mallen,Oscar Wahlberg,Kara Hayward,Josh Hamilton,Wendy Overly,Shawn Fitzgibbon,Glenn McKiel,Joe Stapleton,Brian Chamberlain,Kenneth Lonergan,Anna Baryshnikov,Jack Damon,Heather Burns,Jami Tennille,Liam McNeill,Allyn Burrows,Nellie Lonergan,Brian A. White,Erica McDermott,Matthew Broderick,Danae Nason,Frank Garvin,Kt Baldassaro,Amanda Blattner,William Bornkessel,Jim Boyd,John J. Burke,Mark Burzenski,Christina Calvao,Jeffrey Corazzini,Elizabeth Dickson,Frank Durant,K.C. Faldasz,Charlie Flannery,Elaine Victoria Grey,Kevin Grondin,London Hall,Frankie Imbergamo,Mike Koutrobis,Tom Mariano,Daniel Martignetti,Stew Replogle,Alan Resnic,Stephanie Ann Saunders,Chaunty Spillane,David Struffolino,Michael Steven Swanson,Sydney Tennant",R,Kenneth Lonergan,"B&H Film Distribution,Bitters End,Continental Film,Fabula Films,Feelgood Entertainment,Focus Features,Golden Scene,InterCom,M Pictures,Mongrel Media,NOS Audiovisuais,Parco Co. Ltd.,Roadside Attractions,Sony Pictures Releasing Argentina,Sony Pictures Releasing,Sony Pictures Releasing,Sony Pictures Releasing,Sony Pictures Releasing,Sony Pictures Releasing,Sony Pictures Worldwide Acquisitions (SPWA),Stage 6 Films,StudioCanal,United International Pictures (UIP),United International Pictures (UIP),United International Pictures (UIP),United International Pictures,Universal Pictures International (UPI),Universal Pictures International (UPI),Universal Pictures International (UPI),Universal Pictures International (UPI),Universal Pictures International (UPI),Universal Pictures International (UPI),Universal Pictures International (UPI),Universal Pictures International (UPI),Universal Pictures International (UPI),Walt Disney Studios Motion Pictures Finland,Amazon Studios,Ascot Elite Entertainment Group,British Broadcasting Corporation (BBC),Canvas,Film1,ITVX,KVH Media Group,SBS9,Sierra / Affinity,Sony Pictures Home Entertainment,Sony Pictures Home Entertainment,United King Films,Universal Pictures Home Entertainment,Universal Pictures Home Entertainment,Universal Pictures,Universal Sony Pictures Home Entertainment Nordic,Yleisradio (YLE)","Amazon Studios,K Period Media,Pearl Street Films,The Media Farm,The Affleck/Middleton Project,B Story,Big Indie Pictures,Madison Wells,The Walsh Company",Drama,137
1,2. Deadpool,2016,"A wisecracking mercenary gets experimented on and becomes immortal yet hideously scarred, and sets out to track down the man who ruined his looks. This is the origin story of former Special Forces operative turned mercenary Wade Wilson, who after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.—20th Century Fox Wade Wilson is a small-time mercenary. He meets Vanessa and falls in love. Life is idyllic until one day he is diagnosed with terminal cancer. Things look bleak but a man appears who says he can be cured, through a treatment that gives him superhero powers. After initially turning him down, Wilson agrees, and meets the man behind the project, Ajax. While undergoing the treatment he discovers that it will involve him becoming a mutant, and he will need to undergo several painful tests to discover what his mutant abilities are. Plus, Ajax is a sadist. The treatment results in Wilson getting powers of accelerated healing but also leaves him terribly disfigured. Ajax tries to keep him a prisoner but he escapes. He now has two aims: find Vanessa and make Ajax pay for what he did to him. Killing Ajax may not be as easy it seems, as Ajax is also a mutant and the meddling superhero Colossus and his sidekick Negasonic Teenage Warhead keep getting in the way. Oh, and Wade Wilson is now operating under an alias: Deadpool.—grantss After a fast-talking mercenary is diagnosed with terminal cancer, he finds the possibility of healing in a scientific experience of a covert organization. Recovered, with accelerated healing factor and an unusual sense of humor, he adopts the alter-ego Deadpool to seek revenge against the man who destroyed his life (and his face).—MadMovieManiac After being diagnosed with terminal cancer on the same day his girlfriend (Monica Baccarin) accepts his marriage proposal, former Special Ops agent Wade Wilson (Ryan Reynolds) is approached by a shady organization offering a cure to his cancer. Wade accepts and meets a psychopath, Ajax, actually Francis Freeman, (Ed Skrein) who injects Wade with a strange serum, supposedly the cure to his cancer. Francis, along with his assistant Angel Dust (Gina Cariano) proceed to put Wade through unbearable torture, leaving him with horrible burn-like scars in his entire body and an accelerated healing factor. But Wade doesn't forget, as he's pissed and wants his face back to normal. Armed with two katanas, pistols, and a red suit and mask, Wade becomes Deadpool, and makes it his mission to hunt Francis down and get revenge.—ahmetkozan",8.0,"$58,000,000 (estimated)","Ryan Reynolds,Karan Soni,Ed Skrein,Michael Benyaer,Stefan Kapicic,Brianna Hildebrand,Style Dayne,Kyle Cassie,Taylor Hickson,Ayzee,Naika Toussaint,Randal Reeder,T.J. Miller,Isaac C. Singleton Jr.,Morena Baccarin,Justyn Shippelt,Donna Yamamoto,Jed Rees,Hugh Scott,Gina Carano,Cindy Piper,Em Haine,Aatash Amir,Chad Riley,Paul Belsito,Darcey Johnson,Leslie Uggams,Kyle Rideout,Jason William Day,Stan Lee,Benjamin Wilkinson,Rachel Sheen,Paul Lazenby,Rob Hayter,Kayla Adams,Bradley Archie,Colleen Bradford,Heather Ashley Chase,Fabiola Colmenero,Victoria De Mare,John Dryden,Jesse Michael Fullington,David Hardware,Matthew Hoglie,Tony Chris Kazoleas,Greg LaSalle,Rob Liefeld,David Longworth,Michael Neumeyer,Justin Pumillo,Sean Quan,David Santana,Olesia Shewchuk,Bronwyne Sloley,Dan Zachary",TV-MA,Tim Miller,"Twentieth Century Fox,20th Century Fox,20th Century Fox,Twentieth Century Fox,20th Century Fox CIS,20th Century Fox Netherlands,20th Century Fox Norway,20th Century Fox Sweden,Big Picture 2 Films,Odeon,SF Film Finland,Sena,Twentieth Century Fox,Twentieth Century Fox,Twentieth Century Fox,Warner Bros.,20th Century Fox Argentina,20th Century Fox India,20th Century Fox de Chile,Fox STAR Studios,Twentieth Century Fox,Twentieth Century Fox,Twentieth Century Fox,Warner Bros. F.E.,Westec Media Limited,Twentieth Century Fox Home Entertainment,Twentieth Century Fox Home Entertainment,20th Century Fox Home Entertainment,20th Century Fox Home Entertainment,20th Century Fox Home Entertainment,20th Century Fox Home Entertainment,20th Century Fox Home Entertainment,Film1,Fox-Paramount Home Entertainment,Fox-Paramount Home Entertainment,Fox-Paramount Home Entertainment,Fox-Paramount Home Entertainment,Hispano Foxfilms S.A.E.,Hotstar,Odeon,Twentieth Century Fox Home Entertainment,Twentieth Century Fox Home Entertainment,Twentieth Century Fox Home Entertainment,KVH Media Group,FX Network,Sub,Veronica,ABS-CBN,Disney+,Hotstar,TME Films,7Mate","Twentieth Century Fox,Marvel Entertainment,Kinberg Genre,Donners' Company,TSG Entertainment","Action,Comedy,Sci-Fi",108
2,3. 13 Hours,2016,"During an attack on a U.S. compound in Libya, a security team struggles to make sense out of the chaos. Libya, 2012. At an unofficial CIA base in Benghazi, a group of ex-military contractors are providing security. In the aftermath of Gaddafi's downfall, a power vacuum exists and the climate is volatile. Military weapons are freely available. The US Ambassador to Libya, Chris Stevens, makes a visit to the area, staying in a compound near the CIA base. On the night of 11 September, 2012, the Ambassador's compound is attacked by hordes of heavily armed locals; the only forces willing and able to defend it are six CIA contractors.—grantss In 2012, Benghazi, Libya is named one of the most dangerous places in the world, and countries have pulled their diplomatic offices out of the country in fear of an attack by militants. The United States, however, still has a diplomatic compound (not an official consulate) open in the city. Less than a mile away is a CIA outpost called ""The Annex,"" which is protected by a team of private military contractors from Global Response Staff (GRS). New to the detail is Jack Silva, who arrives in Benghazi and is picked up by Tyrone ""Rone"" Woods, commander of the GRS team and a personal friend of Silva. Arriving at the Annex, Silva is introduced to the rest of the GRS team and the CIA Chief of Station, who constantly gives the team strict reminders to never engage the citizens.",7.3,"$50,000,000 (estimated)","John Krasinski,James Badge Dale,Pablo Schreiber,David Denman,Dominic Fumusa,Max Martini,Alexia Barlier,David Costabile,Payman Maadi,Matt Letscher,Toby Stephens,Demetrius Grosse,David Giuntoli,Kevin Kent,David Furr,Mike Moriarty,Freddie Stroma,Kenny Sheard,Andrew Arrabito,Chris Dingli,Manuel Cauchi,Frida Cauchi,Abdeslam Bouhcini,Mostafa El Houari,Rachid El Adouani,Ahmed Hammoud,Mohammed Boussalem,Saleh Ben-Saleh,Joost Janssen,Yuric Allison,Davide Tucci,Stephen Oliver,Mohamed Naimane,Iskander El Hag Aisa,Saif Braik,Husam Chadat,Farid Regragui,Bashir Wahiel,Salame Jarboua,Mikhail Basmadjian,Mohamed Gornazi,Hicham Belaoudi,Joe Azzopardi,André Agius,Ayoub Layoussifi,Moutaouakil Mohammed,Wrenn Schmidt,Ivy George,Julia Butters,Shane Rowe,Kerim Troeller,Andrei Claude,Khaled Riani,Marcelle Theuma,Ben Youcef,Julie Daniels,Brian Mundey,Ben Affan,Ayoub Aghil,Sope Aluko,Elektra Anastasi,Len Anderson IV,Larissa Bonaci,Marc Cabourdin,Fabio D'Amato,John Deignan,Wesley Ellul,Liisa Evastina,Russell Paul Franklin,Vincent Frost,Samantha Kelly,Natalia Krekhtiak,Adam Lieberman,Chantelle Micallef Grimaud,Erica Muscat,Gregory Niebel,Alan Paris,Tim Powell,Jonathan Pyatt,Nikovich Sammut,Nick Tabone,Steffi Thake,Mike West,Mohamed Ziat,Rania Zouari",R,Michael Bay,"Andes Films,B&H Film Distribution,Central Partnership,CinemArt,Columbia Pictures,Intercontinental Film Distributors (HK),Meloman,NOS Audiovisuais,Paramount Pictures,Paramount Pictures,Paramount Pictures,Paramount Pictures,Paramount Pictures,Paramount Pictures,Paramount Pictures,Paramount Pictures,Paramount Pictures,Paramount Pictures,Paramount Pictures,Sony Pictures Releasing,United International Pictures (UIP),United International Pictures (UIP),United International Pictures (UIP),United International Pictures (UIP),United International Pictures (UIP),United International Pictures (UIP),United International Pictures (UIP),United International Pictures (UIP),United International Pictures (UIP),United International Pictures (UIP),United International Pictures,United International Pictures,Universal Pictures International (UPI),Westec Media Limited,7Mate,Film1,KVH Media Group,NBCUniversal Entertainment,NBCUniversal Entertainment,Paramount Home Entertainment,Paramount Home Entertainment,Paramount Home Entertainment,Paramount Home Entertainment,Paramount Home Entertainment,Paramount Home Entertainment,Paramount Home Entertainment","Paramount Pictures,3 Arts Entertainment,Bay Films,Dune Films","Action,Drama,History,Thriller,War",144
3,4. The 5th Wave,2016,"Four waves of increasingly deadly alien attacks have left most of Earth in ruin. Cassie is on the run, desperately trying to save her younger brother. Four waves of increasingly-deadly attacks have left most of Earth in ruins. Against a backdrop of fear and distrust, Cassie is on the run, desperately trying to save her younger brother. As she prepares for the inevitable and lethal fifth wave, Cassie teams up with a young man who may become her final hope--if she can only trust him.—Sony Pictures Entertainment When Earth is attacked by aliens, there is a sequence of waves of destruction to annihilate the population. The aliens drain the energy and create diseases and natural disasters. Teenager Cassie Sullivan moves with her family to the countryside, but when her mother Lisa dies, her father Oliver decides to go to a refugee camp with Cassie and her young brother Sam. Out of the blue, the Army comes to the camp to transfer the survivors to a military base. They transfer the children first, but Cassie misses the bus where Sam is. She learns that the in the fifth wave, the aliens have assumed human form, and she witnesses the military executing the civilians in the camp--including her father. She flees and begins her quest to find Sam. Meanwhile, the teenagers and children are trained by the military to fight the enemy. But how to know who is human and who is alien?—Claudio Carvalho, Rio de Janeiro, Brazil After an alien invasion and attack begins, a young female, along with a team and her brother, must work together to fight and defeat the alien species before they destroy what is left of the world and everyone else who is trying to survive and live a life.—RECB3",5.2,"$38,000,000 (estimated)","Chloë Grace Moretz,Matthew Zuk,Gabriela Lopez,Bailey Anne Borders,Nick Robinson,Ron Livingston,Maggie Siff,Zackary Arthur,David Maldonado,Paul Ryden,E. Roger Mitchell,Charmin Lee,Parker Wierling,Madison Staines,Tony Revolori,Terry Serpico,Liev Schreiber,Derek Roberts,Geoffrey Kennedy,Devin McGee,Justin Smith,James Sutton,Maria Bello,Adora Dei,Kevin L. Johnson,Talitha Eliana Bateman,Cade Canon Ball,Alex MacNicoll,Nadji Jeter,Maika Monroe,Flynn McHugh,Alex Roe,Courtney Munch,Kendrick Cross,Chelsea Hayes,Michael Beasley,Shafayat Ahmed,Sade Ariel,Perry Ball,Bobby Batson,Brad Beall,Hannah Bidinger,Faith Blankenship,Igor Bondaruk,Nicolas Bosc,Maiya Boyd,Eliane Brick,DuRa Brown,Jeffery James Bucchino,Andrew Buckman,Maythavee Burapasing,Marilea Butler,Austin Chunn,Chuck Clark,Olivia Cloer,Maddy Rae Cooper,Andrew Cunningham,Jake DeLaughter,James Richard Dow II,Katherine Efird,Dylan A. Fox,Manuel Angel Garcia,Tahseen Ghauri,Faneal Godbold,Brian Gonzalez,Jermaine Salute Green,Keith Ham,Jerrod Hampton,Robert Hatch,Robert Hendren,Walter Hendrix III,Lauren Hough,Geoffrey Howard,Laney Kate Hulbert,Mary Hulbert,Carter Ian,Billy James,Marc John Jefferies,Barry W. Jerald Jr.,Catherine Jerald,Yoel Kanchelov,Sanya Kongdara,Chandy Krapes,Scott Ledbetter,Amanda Leigh,Walt Addison Linscott,Andi Matheny,Eric McCrea,Stanley McLaughlin II,Jamall Rashaud McMillan,Dina McNeil,Roger Neal,Keith Neason,Johnny Otto,Jim Palmer,Allen Parker,Justin Parks,Darla Pelton-Perez,Symone Plummer,Paul Michael Pouler,Calvin Quick,Kimberly Reneau,Charles Rhoades Jr.,Kelly Róisín,Donny Sadler,Christian Scholfield,Aaron Taylor Scott,Tyrone D. Shaw,David Shepherd,WynterRae' Sherburne,Chris Smith,Dianne Starkey,Michael Steedley,Curry Stone,Jennifer Trimble,Mary Troutman,Ruben Vidal,Barbara Vincent,Tyler Warren,Taylor Lee White,Dennis E. Williams,Daniel J. Wolfgram",PG-13,J Blakeson,"Columbia Pictures,Sony Pictures Releasing,Andes Films,Big Picture 2 Films,Feelgood Entertainment,Sony Pictures Filmverleih,Sony Pictures Releasing,Sony Pictures Releasing,Sony Pictures Releasing,United International Pictures (UIP),Universal Pictures International (UPI),Walt Disney Studios Motion Pictures,Warner Bros.,Cocinsa,Columbia Pictures,Sony Pictures Releasing Argentina,Sony Pictures Releasing,Sony Pictures Releasing,Sony Pictures Releasing,United International Pictures,Westec Media Limited,Sony Pictures Home Entertainment,Sony Pictures Home Entertainment,Sony Pictures Home Entertainment,Sony Pictures Home Entertainment,Sony Pictures Home Entertainment,Sony Pictures Home Entertainment,Sony Pictures Releasing,Sony Pictures Home Entertainment,Sony Pictures Home Entertainment,Net5,7Mate","Columbia Pictures,LStar Capital,Material Pictures,GK Films","Action,Adventure,Sci-Fi,Thriller",112
4,5. Captain Fantastic,2016,"In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent. Ben and Leslie Cash live largely off the grid with their offspring -- Bodevan, Kielyr, Vespyr, Rellian, Zaja and Nai -- in a cabin in the mountains of Washington state. The parents have passed their socialist and survivalist ideals to their children. Ben considers most of Western society to be fascist, especially corporate America. He also believes that no one will or should be there for you, so you'd better learn how to take care of yourself. As such, the children have been subject to vigorous physical training; know how to deal with minor bumps, bruises, cuts, sprains, and even fractures; and know how to hunt, forage, and grow their own food. The children are also non-registered home schooled, meaning that they have no official academic records. Ben and Leslie have tried to make the children critical thinkers, however, within the context of their ideals. Beyond these issues, Ben and Leslie made the decision to live this lifestyle for Leslie's health. Formerly an attorney, Leslie was diagnosed as bipolar. Ben believes that this disorder started with her postpartum depression with Bo. Yet Leslie's condition has worsened. Despite not believing in Western medicine, Ben sends Leslie to a hospital close to Ben's sister, Harper, so that there can be family close by. While hospitalized, Leslie commits suicide. Beyond the collective grief, Leslie's act brings out a battle between Ben and Leslie's father, Jack Bertrang, a Christian who not only blames Ben for Leslie's death, but believes that what he is doing ""to"" the children can legally be considered abuse. Jack takes over the funeral arrangements as per his and his complacent wife Abby's Christian morals, against what Ben knows was Leslie's wishes, as she believed in Buddhist philosophies. Although Jack threatens to call the police if Ben shows up to the funeral, Ben and the children believe it is their mission to honor Leslie's last wishes to be cremated as per Buddhist philosophy. This mission not only may bring the divide between Jack and Ben to a head, but may also bring out some long dormant issues between the Cash children as they are exposed to commercial America in all its good and bad, and as Bo grows into manhood, he may have his own ideas of what he should do with the next phase of his life.—Huggo Anti-capitalist Ben Cash lives in the wilderness with his wife, Leslie, and their six children: Bo, Kielyr, Vespyr, Rellian, Zaja, and Nai, whom they have educated, teaching them how to survive along with high-level homeschooling that includes politics and philosophy. Bo has been accepted to leading universities. Then Leslie is hospitalized for bipolar disorder. When she commits suicide, Ben decides to travel to the funeral with his children to fulfill her will of being cremated, instead of the traditional burial that her father Jack wants for his daughter. Jack threatens to call the police and have Ben arrested if he attends the funeral. Along the journey of Ben and his children, Bo meets teenager Claire and falls in love with her. They spend one troubled night with Ben's sister Harper, her husband Dave, and cousins Justin and Jackson. When they arrive at the church, Jack and his wife Abigail are surprised to see them. Ben makes a speech disclosing Leslie's will to the guests, and is expelled from the ceremony. Now Jack wants custody of his grandchildren. What will Ben do?—Claudio Carvalho, Rio de Janeiro, Brazil Ben Cash, his wife Leslie and their six children live in the Washington wilderness. Ben and Leslie are former anarchist activists disillusioned with capitalism and American life, and chose to instill survivalist skills, left wing politics, and philosophy in their children - educating them to think critically, training them to be self-reliant, physically fit and athletic, guiding them without technology, demonstrating the beauty of coexisting with nature and celebrating Noam Chomsky's birthday instead of Christmas..",7.8,"$5,000,000 (estimated)","Viggo Mortensen,George MacKay,Samantha Isler,Annalise Basso,Nicholas Hamilton,Shree Crooks,Charlie Shotwell,Trin Miller,Kathryn Hahn,Steve Zahn,Elijah Stevenson,Teddy van Ee,Erin Moriarty,Missi Pyle,Frank Langella,Ann Dowd,Galen Osier,Hannah Horton,Rex Young,Thomas Brophy,Mike Miller,Greg Crooks,Louis Hobson,Hafid Abdelmoula,Paul Alan Amend,Ben Andrews,Heidi Barrientes,Richard Beal,Matt Harrison,Gail Harvey,Shannon Henderson Herrera,Alan Humphrey,Elizabeth M. Kallman,Jameson Macmillan,Rahnae Magallanez,Trish Main,Jose B. Martinez,Justin D. Moore,Jyl Murray,Rodney Nagel,Ryan Baloy Rivera,Joseph P. Santillanes,Clarence Searles,Audrey Seda,Carrie Sleeper-Bowers,Amy Emily Stack,Elena Stecca,Michael E. Stogner,Edward Stone,Richard Daniel Williams",R,Matt Ross,"Bleecker Street Media,Entertainment One,Entertainment One,Aerofilms,Andes Films,Captive Cinema Distribution,Cinéart,Cinéart,Edko Films,Entertainment One,Entertainment One,Finnkino,Good Films,Mars Distribution,Odeon,Scanbox Entertainment,Shaw Organisation,Shochiku,United International Pictures,Universal Pictures International (UPI),Canvas,Entertainment One,Film1,IPA Asia Pacific,King Power,Pris Audiovisuais,SBP,Scanbox Entertainment,Selim Ramia & Sons,Universal Pictures Home Entertainment (UPHE),Universum Film (UFA),Yleisradio (YLE)","Electric City Entertainment,ShivHans Pictures","Comedy,Drama",118
5,6. The Hollars,2016,"A man returns to his small hometown after learning that his mother has fallen ill and is about to undergo surgery. Aspiring NYC artist John Hollar returns to his middle America hometown on the eve of his mother's brain surgery. Joined by his girlfriend, eight months pregnant with their first child, John is forced to navigate the crazy world he left behind as his dysfunctional family, high school pals, and over-eager ex flood back into his life ahead of his mother's operation. Struggling New York City graphic novelist John Hollar learns that his mother, Sally is diagnosed with a brain tumor, and joins his brother, Ron, and father, Don, by her side. Her attending physician Dr. Fong tells them that the tumor is scheduled to be removed later that week. John is also facing the birth of his first child with his girlfriend Rebecca. Ron is spying on his ex-wife Stacey, who he divorced years ago, but he is confronted by her new partner Reverend Dan. John meets his high school classmate and mother's nurse Jason, who married Gwen, his ex-girlfriend. Jason rightly suspects that Gwen only married him after becoming pregnant with their child, and still has feelings for John.. John Hollar (Krasinski) is an aspiring NYC artist who takes his girlfriend (Kendrick) back to his Middle America hometown on the eve of his mother's brain surgery. There he's forced to navigate the crazy life he left behind as his dysfunctional family, high school pals, his father, and his over-eager ex-wife flood back into his life ahead of the operation.",6.6,"$3,800,000 (estimated)","Margo Martindale,Sharlto Copley,Richard Jenkins,John Krasinski,Anna Kendrick,Randall Park,Ashley Dyke,Isabela Costine,Didi Costine,Josh Groban,Charlie Day,Mary Kay Place,Timothy Crowe,Lacey Levy,Debbie Prescott,Gus Sanchez,Mary Elizabeth Winstead,Nancy Nave,Ashley Ailes,Taylor Berry,Sarah Smith,Stephanie Carmichael,Tucker Brady,Kristin Scoggins,William Schilling,Terence Mosley,Tonea Stewart,Millard Smith,Brenda Cavin,Yvonne Nunez-Angulo,Hillary Schoelzel,Finn,Aaron J. Brooks,Emma Frances,Vincent Eugene Hatten,Rhonda Jennings,Brady Permenter",PG-13,John Krasinski,"Golden Village Pictures,Sony Pictures Classics,Sony Pictures Releasing,Sony Pictures Worldwide Acquisitions (SPWA),Comedy Central,IPA Asia Pacific,Sony Pictures Home Entertainment,Sony Pictures Home Entertainment,Sony Pictures Home Entertainment,Sony Pictures Home Entertainment,Sony Pictures Home Entertainment,Sony Pictures Home Entertainment,Sony Pictures Releasing","Sycamore Pictures,Groundswell Productions,Fancy Film Post Services,Sunday Night","Comedy,Drama,Romance",88
6,7. Kung Fu Panda 3,2016,"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to home. When Po's long-lost panda father suddenly reappears, the reunited duo travels to a secret panda paradise to meet scores of hilarious new panda characters. But when the supernatural villain Kai begins to sweep across China defeating all the kung fu masters, Po must do the impossible-learn to train a village full of his fun-loving, clumsy brethren to become the ultimate band of Kung Fu Pandas.—20th Century Fox In the spirit realm, Oogway fights against a bull adversary named Kai, who has defeated all the other Kung Fu masters in the realm and taken their chi. Oogway too is ensnared and has his chi stolen, but warns Kai that the Dragon Warrior, Po, will stop him. Kai takes this as a challenge to steal the Dragon Warrior's chi and returns to the mortal realm. The rotund Dragon Warrior, Po, finally reunites with his long-lost biological father, Li, as a supernatural fiend--the terrible sword-wielding yak, Kai--uses his indomitable strength to harvest a Kung Fu fighter's most prized possession. Now, as Master Shifu and the fearless Furious Five team are the only ones left to stop this all-powerful new enemy, our dumpling-gorging hero must first harness his own essence of existence to stand a chance; however, can he fight Kai all by himself?—Nick Riganas A male panda who is still learning the arts and techniques of kung fu discovers where he is from. As he understands more about where he is from, an enemy returns to the valley to gain as much power as he possibly can. The male panda must do everything that he possibly can do to prepare for the enemy.—RECB3",7.1,"$145,000,000 (estimated)","Jack Black,Bryan Cranston,Dustin Hoffman,Angelina Jolie,J.K. Simmons,Jackie Chan,Seth Rogen,Lucy Liu,David Cross,Kate Hudson,James Hong,Randall Duk Kim,Steele Gagnon,Liam Knight,Wayne Knight,Barbara Dirickson,Al Roker,Willie Geist,Fred Tatasciore,Pax Jolie-Pitt,Mike Mitchell,Kelly Cooney Cilella,Stephen Kearin,Mick Wingert,Ming Tsai,April Hong,Knox Jolie-Pitt,Zahara Jolie-Pitt,Shiloh Jolie-Pitt,Jean-Claude Van Damme,Radzi Chinyanganya,Lindsey Russell,Joseph Izzo,Samuel Black,Lena Golia,Gus Culligan,Kresimir Mikic,Lynnanne Zager",TV-14,"Alessandro Carloni,Jennifer Yuh Nelson","Twentieth Century Fox,Twentieth Century Fox,Twentieth Century Fox,20th Century Fox,20th Century Fox CIS,20th Century Fox España,20th Century Fox Netherlands,20th Century Fox Norway,20th Century Fox Sweden,20th Century Fox,20th Century Fox,Big Picture 2 Films,Odeon,Twentieth Century Fox,Twentieth Century Fox,Twentieth Century Fox,Warner Bros.,20th Century Fox Argentina,20th Century Fox Australia,20th Century Fox de Chile,CJ Entertainment,Forum Film,Fox STAR Studios,Slovo Filma,TME Films,Twentieth Century Fox,Twentieth Century Fox,Twentieth Century Fox,Twentieth Century Fox,Twentieth Century Fox,Twentieth Century Fox,Twentieth Century Fox,Ukrainian Film Distribution (UFD),Warner Bros. F.E.,Westec Media Limited,Twentieth Century Fox Home Entertainment,Twentieth Century Fox Home Entertainment,20th Century Fox Home Entertainment,20th Century Fox Home Entertainment,20th Century Fox Home Entertainment,20th Century Fox Home Entertainment,20th Century Fox Home Entertainment,20th Century Fox Home Entertainment,20th Century Fox Home Entertainment,20th Century Fox Home Entertainment,20th Century Fox Home Entertainment,20th Century Fox Home Entertainment,20th Century Fox Home Entertainment,20th Century Fox Home Entertainment,20th Century Fox Home Entertainment,20th Century Fox Home Entertainment,DreamWorks Animation Home Entertainment,DreamWorks Animation Home Entertainment,KVH Media Group,Netflix,SF Film Finland,20th Century Fox Home Entertainment,20th Century Fox Home Entertainment,Film1,Fox-Paramount Home Entertainment,TV3,Universal Pictures Home Entertainment (UPHE),Universal Pictures Home Entertainment (UPHE),Universal Pictures,TV3,9Go!,Peacock,BBC iPlayer,ITVX","DreamWorks Animation,Oriental DreamWorks,China Film Group Corporation (CFGC)","Animation,Action,Adventure,Comedy,Family,Fantasy",95
